tick,left_rpm_ref,left_rpm_fbk,right_rpm_ref,right_rpm_fbk
1,30,0,0,0
2,30,0,0,0
3,30,0,0,0
4,30,0,0,0
5,30,0,0,0
6,30,0,0,0
7,30,0,0,0
8,30,0,0,0
9,30,0,0,0
10,30,0,0,0
11,30,0,0,0
12,30,0,0,0
13,30,0,0,0
14,30,0,0,0
15,30,0,0,0
16,30,0,0,0
17,30,0,0,0
18,30,0,0,0
19,30,0,0,0
20,30,0,0,0
21,30,0,0,0
22,30,0,0,0
23,30,0,0,0
24,30,0,0,0
25,30,0,0,0
26,30,0,0,0
27,30,0,0,0
28,30,0,0,0
29,30,0,0,0
30,30,0,0,0
31,30,0,0,0
32,30,0,0,0
33,30,0,0,0
34,30,0,0,0
35,30,0,0,0
36,30,0,0,0
37,30,0,0,0
38,30,0,0,0
39,30,0,0,0
40,30,0,0,0
41,30,0,0,0
42,30,0,0,0
43,30,0,0,0
44,30,0,0,0
45,30,0,0,0
46,30,0,0,0
47,30,0,0,0
48,30,0,0,0
49,30,0,0,0
50,30,0,0,0
51,30,0,0,0
52,30,0,0,0
53,30,0,0,0
54,30,0,0,0
55,30,0,0,0
56,30,0,0,0
57,30,0,0,0
58,30,0,0,0
59,30,0,0,0
60,30,0,0,0
61,30,0,0,0
62,30,0,0,0
63,30,0,0,0
64,30,0,0,0
65,30,0,0,0
66,30,0,0,0
67,30,0,0,0
68,30,0,0,0
69,30,0,0,0
70,30,0,0,0
71,30,0,0,0
72,30,0,0,0
73,30,0,0,0
74,30,0,0,0
75,30,0,0,0
76,30,0,0,0
77,30,0,0,0
78,30,0,0,0
79,30,0,0,0
80,30,0,0,0
81,30,0,0,0
82,30,0,0,0
83,30,0,0,0
84,30,0,0,0
85,30,0,0,0
86,30,0,0,0
87,30,0,0,0
88,30,0,0,0
89,30,0,0,0
90,30,0,0,0
91,30,0,0,0
92,30,0,0,0
93,30,0,0,0
94,30,0,0,0
95,30,0,0,0
96,30,0,0,0
97,30,0,0,0
98,30,0,0,0
99,30,0,0,0
100,30,0,0,0
101,30,0,0,0
102,30,0,0,0
103,30,0,0,0
104,30,0,0,0
105,30,0,0,0
106,30,0,0,0
107,30,0,0,0
108,30,0,0,0
109,30,0,0,0
110,30,0,0,0
111,30,0,0,0
112,30,0,0,0
113,30,0,0,0
114,30,0,0,0
115,30,0,0,0
116,30,0,0,0
117,30,0,0,0
118,30,0,0,0
119,30,0,0,0
120,30,0,0,0
121,30,0,0,0
122,30,0,0,0
123,30,0,0,0
124,30,0,0,0
125,30,0,0,0
126,30,0,0,0
127,30,0,0,0
128,30,0,0,0
129,30,0,0,0
130,30,0,0,0
131,30,0,0,0
132,30,0,0,0
133,30,0,0,0
134,30,0,0,0
135,30,0,0,0
136,30,0,0,0
137,30,0,0,0
138,30,0,0,0
139,30,0,0,0
140,30,0,0,0
141,30,0,0,0
142,30,0,0,0
143,30,0,0,0
144,30,0,0,0
145,30,0,0,0
146,30,0,0,0
147,30,0,0,0
148,30,0,0,0
149,30,0,0,0
150,30,0,0,0
151,30,0,0,0
152,30,0,0,0
153,30,0,0,0
154,30,0,0,0
155,30,0,0,0
156,30,0,0,0
157,30,0,0,0
158,30,0,0,0
159,30,0,0,0
160,30,0,0,0
161,30,0,0,0
162,30,0,0,0
163,30,0,0,0
164,30,0,0,0
165,30,0,0,0
166,30,0,0,0
167,30,0,0,0
168,30,0,0,0
169,30,0,0,0
170,30,0,0,0
171,30,0,0,0
172,30,0,0,0
173,30,0,0,0
174,30,0,0,0
175,30,0,0,0
176,30,0,0,0
177,30,0,0,0
178,30,0,0,0
179,30,0,0,0
180,30,0,0,0
181,30,0,0,0
182,30,0,0,0
183,30,0,0,0
184,30,0,0,0
185,30,0,0,0
186,30,0,0,0
187,30,0,0,0
188,30,0,0,0
189,30,0,0,0
190,30,0,0,0
191,30,0,0,0
192,30,0,0,0
193,30,0,0,0
194,30,0,0,0
195,30,0,0,0
196,30,0,0,0
197,30,0,0,0
198,30,0,0,0
199,30,0,0,0
200,30,0,0,0
201,30,0,0,0
202,30,0,0,0
203,30,0,0,0
204,30,0,0,0
205,30,0,0,0
206,30,0,0,0
207,30,0,0,0
208,30,0,0,0
209,30,0,0,0
210,30,0,0,0
211,30,0,0,0
212,30,0,0,0
213,30,0,0,0
214,30,0,0,0
215,30,0,0,0
216,30,0,0,0
217,30,0,0,0
218,30,0,0,0
219,30,0,0,0
220,30,0,0,0
221,30,0,0,0
222,30,0,0,0
223,30,0,0,0
224,30,0,0,0
225,30,0,0,0
226,30,0,0,0
227,30,0,0,0
228,30,0,0,0
229,30,0,0,0
230,30,0,0,0
231,30,0,0,0
232,30,0,0,0
233,30,0,0,0
234,30,0,0,0
235,30,0,0,0
236,30,0,0,0
237,30,0,0,0
238,30,0,0,0
239,30,0,0,0
240,30,0,0,0
241,30,0,0,0
242,30,0,0,0
243,30,0,0,0
244,30,0,0,0
245,30,0,0,0
246,30,0,0,0
247,30,0,0,0
248,30,0,0,0
249,30,0,0,0
250,30,0,0,0
251,30,0,0,0
252,480,0,0,0
253,480,0,0,0
254,480,0,0,0
255,480,0,0,0
256,480,0,0,0
257,480,0,0,0
258,480,0,0,0
259,480,0,0,0
260,480,0,0,0
261,480,0,0,0
262,480,0,0,0
263,480,0,0,0
264,480,0,0,0
265,480,0,0,0
266,480,0,0,0
267,480,0,0,0
268,480,0,0,0
269,480,0,0,0
270,480,0,0,0
271,480,0,0,0
272,480,0,0,0
273,480,0,0,0
274,480,0,0,0
275,480,0,0,0
276,480,0,0,0
277,480,0,0,0
278,480,0,0,0
279,480,0,0,0
280,480,0,0,0
281,480,0,0,0
282,480,0,0,0
283,480,0,0,0
284,480,0,0,0
285,480,0,0,0
286,480,0,0,0
287,480,0,0,0
288,480,0,0,0
289,480,0,0,0
290,480,0,0,0
291,480,0,0,0
292,480,0,0,0
293,480,0,0,0
294,480,0,0,0
295,480,0,0,0
296,480,0,0,0
297,480,0,0,0
298,480,0,0,0
299,480,0,0,0
300,480,0,0,0
301,480,0,0,0
302,480,0,0,0
303,480,0,0,0
304,480,0,0,0
305,480,0,0,0
306,480,0,0,0
307,480,0,0,0
308,480,0,0,0
309,480,0,0,0
310,480,0,0,0
311,480,0,0,0
312,480,0,0,0
313,480,0,0,0
314,480,0,0,0
315,480,0,0,0
316,480,0,0,0
317,480,0,0,0
318,480,0,0,0
319,480,0,0,0
320,480,0,0,0
321,480,0,0,0
322,480,0,0,0
323,480,0,0,0
324,480,0,0,0
325,480,0,0,0
326,480,0,0,0
327,480,0,0,0
328,480,0,0,0
329,480,0,0,0
330,480,0,0,0
331,480,0,0,0
332,480,0,0,0
333,480,0,0,0
334,480,0,0,0
335,480,0,0,0
336,480,0,0,0
337,480,0,0,0
338,480,0,0,0
339,480,0,0,0
340,480,0,0,0
341,480,0,0,0
342,480,0,0,0
343,480,0,0,0
344,480,0,0,0
345,480,0,0,0
346,480,0,0,0
347,480,0,0,0
348,480,0,0,0
349,480,0,0,0
350,480,0,0,0
351,480,0,0,0
352,480,0,0,0
353,480,0,0,0
354,480,0,0,0
355,480,0,0,0
356,480,0,0,0
357,480,0,0,0
358,480,0,0,0
359,480,0,0,0
360,480,0,0,0
361,480,0,0,0
362,480,0,0,0
363,480,0,0,0
364,480,0,0,0
365,480,0,0,0
366,480,0,0,0
367,480,0,0,0
368,480,0,0,0
369,480,0,0,0
370,480,0,0,0
371,480,0,0,0
372,480,0,0,0
373,480,0,0,0
374,480,0,0,0
375,480,0,0,0
376,480,0,0,0
377,480,0,0,0
378,480,0,0,0
379,480,0,0,0
380,480,0,0,0
381,480,0,0,0
382,480,0,0,0
383,480,0,0,0
384,480,0,0,0
385,480,0,0,0
386,480,0,0,0
387,480,0,0,0
388,480,0,0,0
389,480,0,0,0
390,480,0,0,0
391,480,0,0,0
392,480,0,0,0
393,480,0,0,0
394,480,0,0,0
395,480,0,0,0
396,480,0,0,0
397,480,0,0,0
398,31.25,0,0,0
399,31.25,0,0,0
400,31.25,0,0,0
401,31.25,0,0,0
402,31.25,0,0,0
403,31.25,0,0,0
404,31.25,0,0,0
405,31.25,0,0,0
406,31.25,0,0,0
407,31.25,0,0,0
408,31.25,0,0,0
409,31.25,0,0,0
410,31.25,0,0,0
411,31.25,0,0,0
412,31.25,0,0,0
413,31.25,0,0,0
414,31.25,0,0,0
415,31.25,0,0,0
416,31.25,0,0,0
417,31.25,0,0,0
418,31.25,0,0,0
419,31.25,0,0,0
420,31.25,0,0,0
421,31.25,0,0,0
422,31.25,0,0,0
423,31.25,0,0,0
424,31.25,0,0,0
425,31.25,0,0,0
426,31.25,0,0,0
427,31.25,0,0,0
428,31.25,0,0,0
429,31.25,0,0,0
430,31.25,0,0,0
431,31.25,0,0,0
432,31.25,0,0,0
433,31.25,0,0,0
434,31.25,0,0,0
435,31.25,0,0,0
436,31.25,0,0,0
437,31.25,0,0,0
438,31.25,0,0,0
439,31.25,0,0,0
440,31.25,0,0,0
441,31.25,0,0,0
442,31.25,0,0,0
443,31.25,0,0,0
444,31.25,0,0,0
445,31.25,0,0,0
446,31.25,0,0,0
447,31.25,0,0,0
448,31.25,0,0,0
449,31.25,0,0,0
450,31.25,0,0,0
451,31.25,0,0,0
452,31.25,0,0,0
453,31.25,0,0,0
454,31.25,0,0,0
455,31.25,0,0,0
456,31.25,0,0,0
457,31.25,0,0,0
458,31.25,0,0,0
459,31.25,0,0,0
460,31.25,0,0,0
461,31.25,0,0,0
462,31.25,0,0,0
463,31.25,0,0,0
464,31.25,0,0,0
465,31.25,0,0,0
466,31.25,0,0,0
467,31.25,0,0,0
468,31.25,0,0,0
469,31.25,0,0,0
470,31.25,0,0,0
471,31.25,0,0,0
472,31.25,0,0,0
473,31.25,0,0,0
474,31.25,0,0,0
475,31.25,0,0,0
476,31.25,0,0,0
477,31.25,0,0,0
478,31.25,0,0,0
479,31.25,0,0,0
480,31.25,0,0,0
481,31.25,0,0,0
482,31.25,0,0,0
483,31.25,0,0,0
484,31.25,0,0,0
485,31.25,0,0,0
486,31.25,0,0,0
487,31.25,0,0,0
488,31.25,0,0,0
489,31.25,0,0,0
490,31.25,0,0,0
491,31.25,0,0,0
492,31.25,0,0,0
493,31.25,0,0,0
494,31.25,0,0,0
495,31.25,0,0,0
496,31.25,0,0,0
497,31.25,0,0,0
498,31.25,0,0,0
499,31.25,0,0,0
500,31.25,0,0,0
501,31.25,0,0,0
502,31.25,0,0,0
503,31.25,0,0,0
504,31.25,0,0,0
505,31.25,0,0,0
506,31.25,0,0,0
507,31.25,0,0,0
508,31.25,0,0,0
509,31.25,0,0,0
510,31.25,0,0,0
511,31.25,0,0,0
512,31.25,0,0,0
513,31.25,0,0,0
514,31.25,0,0,0
515,31.25,0,0,0
516,31.25,0,0,0
517,31.25,0,0,0
518,31.25,0,0,0
519,31.25,0,0,0
520,31.25,0,0,0
521,31.25,0,0,0
522,31.25,0,0,0
523,31.25,0,0,0
524,31.25,0,0,0
525,31.25,0,0,0
526,31.25,0,0,0
527,31.25,0,0,0
528,31.25,0,0,0
529,31.25,0,0,0
530,31.25,0,0,0
531,31.25,0,0,0
532,31.25,0,0,0
533,31.25,0,0,0
534,31.25,0,0,0
535,31.25,0,0,0
536,31.25,0,0,0
537,30,0,0,0
538,30,0,0,0
539,30,0,0,0
540,30,0,0,0
541,30,0,0,0
542,30,0,0,0
543,30,0,0,0
544,30,0,0,0
545,30,0,0,0
546,30,0,0,0
547,30,0,0,0
548,30,0,0,0
549,30,0,0,0
550,30,0,0,0
551,30,0,0,0
552,30,0,0,0
553,30,0,0,0
554,30,0,0,0
555,30,0,0,0
556,30,0,0,0
557,30,0,0,0
558,30,0,0,0
559,30,0,0,0
560,30,0,0,0
561,30,0,0,0
562,30,0,0,0
563,30,0,0,0
564,30,0,0,0
565,30,0,0,0
566,30,0,0,0
567,30,0,0,0
568,30,0,0,0
569,30,0,0,0
570,30,0,0,0
571,30,0,0,0
572,30,0,0,0
573,30,0,0,0
574,30,0,0,0
575,30,0,0,0
576,30,0,0,0
577,30,0,0,0
578,30,0,0,0
579,30,0,0,0
580,30,0,0,0
581,30,0,0,0
582,30,0,0,0
583,30,0,0,0
584,30,0,0,0
585,30,0,0,0
586,30,0,0,0
587,30,0,0,0
588,30,0,0,0
589,30,0,0,0
590,30,0,0,0
591,30,0,0,0
592,30,0,0,0
593,30,0,0,0
594,30,0,0,0
595,30,0,0,0
596,30,0,0,0
597,30,0,0,0
598,30,0,0,0
599,30,0,0,0
600,30,0,0,0
601,30,0,0,0
602,30,0,0,0
603,30,0,0,0
604,30,0,0,0
605,30,0,0,0
606,30,0,0,0
607,30,0,0,0
608,30,0,0,0
609,30,0,0,0
610,30,0,0,0
611,30,0,0,0
612,30,0,0,0
613,30,0,0,0
614,30,0,0,0
615,30,0,0,0
616,30,0,0,0
617,30,0,0,0
618,30,0,0,0
619,30,0,0,0
620,30,0,0,0
621,30,0,0,0
622,30,0,0,0
623,30,0,0,0
624,30,0,0,0
625,30,0,0,0
626,30,0,0,0
627,30,0,0,0
628,30,0,0,0
629,30,0,0,0
630,30,0,0,0
631,30,0,0,0
632,30,0,0,0
633,30,0,0,0
634,30,0,0,0
635,30,0,0,0
636,30,0,0,0
637,30,0,0,0
638,30,0,0,0
639,30,0,0,0
640,30,0,0,0
641,30,0,0,0
642,30,0,0,0
643,30,0,0,0
644,30,0,0,0
645,30,0,0,0
646,30,0,0,0
647,30,0,0,0
648,30,0,0,0
649,30,0,0,0
650,30,0,0,0
651,30,0,0,0
652,30,0,0,0
653,30,0,0,0
654,30,0,0,0
655,30,0,0,0
656,30,0,0,0
657,30,0,0,0
658,30,0,0,0
659,30,0,0,0
660,30,0,0,0
661,30,0,0,0
662,30,0,0,0
663,30,0,0,0
664,30,0,0,0
665,30,0,0,0
666,30,0,0,0
667,30,0,0,0
668,30,0,0,0
669,30,0,0,0
670,30,0,0,0
671,30,0,0,0
672,30,0,0,0
673,30,0,0,0
674,30,0,0,0
675,30,0,0,0
676,30,0,0,0
677,30,0,0,0
678,30,0,0,0
679,30,0,0,0
680,30,0,0,0
681,30,0,0,0
682,30,0,0,0
683,30,0,0,0
684,30,0,0,0
685,30,0,0,0
686,30,0,0,0
687,30,0,0,0
688,30,0,0,0
689,30,0,0,0
690,30,0,0,0
691,30,0,0,0
692,30,0,0,0
693,30,0,0,0
694,30,0,0,0
695,30,0,0,0
696,30,0,0,0
697,30,0,0,0
698,30,0,0,0
699,30,0,0,0
700,30,0,0,0
701,30,0,0,0
702,30,0,0,0
703,30,0,0,0
704,30,0,0,0
705,30,0,0,0
706,30,0,0,0
707,30,0,0,0
708,30,0,0,0
709,30,0,0,0
710,30,0,0,0
711,30,0,0,0
712,30,0,0,0
713,30,0,0,0
714,30,0,0,0
715,30,0,0,0
716,30,0,0,0
717,30,0,0,0
718,30,0,0,0
719,30,0,0,0
720,30,0,0,0
721,30,0,0,0
722,30,0,0,0
723,30,0,0,0
724,30,0,0,0
725,30,0,0,0
726,30,0,0,0
727,30,0,0,0
728,30,0,0,0
729,30,0,0,0
730,30,0,0,0
731,30,0,0,0
732,30,0,0,0
733,30,0,0,0
734,30,0,0,0
735,30,0,0,0
736,30,0,0,0
737,30,0,0,0
738,30,0,0,0
739,30,0,0,0
740,30,0,0,0
741,30,0,0,0
742,30,0,0,0
743,30,0,0,0
744,30,0,0,0
745,30,0,0,0
746,30,0,0,0
747,30,0,0,0
748,30,0,0,0
749,30,0,0,0
750,30,0,0,0
751,30,0,0,0
752,30,0,0,0
753,30,0,0,0
754,30,0,0,0
755,30,0,0,0
756,30,0,0,0
757,30,0,0,0
758,30,0,0,0
759,30,0,0,0
760,30,0,0,0
761,30,0,0,0
762,30,0,0,0
763,30,0,0,0
764,30,0,0,0
765,30,0,0,0
766,30,0,0,0
767,30,0,0,0
768,30,0,0,0
769,30,0,0,0
770,30,0,0,0
771,30,0,0,0
772,30,0,0,0
773,30,0,0,0
774,30,0,0,0
775,30,0,0,0
776,30,0,0,0
777,30,0,0,0
778,30,0,0,0
779,30,0,0,0
780,30,0,0,0
781,30,0,0,0
782,30,0,0,0
783,30,0,0,0
784,30,0,0,0
785,30,0,0,0
786,30,0,0,0
787,30,0,0,0
788,30,0,0,0
789,30,0,0,0
790,30,0,0,0
791,30,0,0,0
792,30,0,0,0
793,30,0,0,0
794,30,0,0,0
795,30,0,0,0
796,30,0,0,0
797,30,0,0,0
798,30,0,0,0
799,30,0,0,0
800,30,0,0,0
801,30,0,0,0
802,30,0,0,0
803,30,0,0,0
804,30,0,0,0
805,30,0,0,0
806,30,0,0,0
807,30,0,0,0
808,30,0,0,0
809,30,0,0,0
810,30,0,0,0
811,30,0,0,0
812,30,0,0,0
813,30,0,0,0
814,30,0,0,0
815,30,0,0,0
816,30,0,0,0
817,30,0,0,0
818,30,0,0,0
819,30,0,0,0
820,30,0,0,0
821,30,0,0,0
822,30,0,0,0
823,30,0,0,0
824,30,0,0,0
825,30,0,0,0
826,30,0,0,0
827,30,0,0,0
828,30,0,0,0
829,30,0,0,0
830,30,0,0,0
831,30,0,0,0
832,30,0,0,0
833,30,0,0,0
834,30,0,0,0
835,30,0,0,0
836,30,0,0,0
837,30,0,0,0
838,30,0,0,0
839,30,0,0,0
840,30,0,0,0
841,30,0,0,0
842,30,0,0,0
843,30,0,0,0
844,30,0,0,0
845,30,0,0,0
846,30,0,0,0
847,30,0,0,0
848,30,0,0,0
849,30,0,0,0
850,30,0,0,0
851,30,0,0,0
852,30,0,0,0
853,30,0,0,0
854,30,0,0,0
855,30,0,0,0
856,30,0,0,0
857,30,0,0,0
858,30,0,0,0
859,30,0,0,0
860,30,0,0,0
861,30,0,0,0
862,30,0,0,0
863,30,0,0,0
864,30,0,0,0
865,30,0,0,0
866,30,0,0,0
867,30,0,0,0
868,30,0,0,0
869,30,0,0,0
870,30,0,0,0
871,30,0,0,0
872,30,0,0,0
873,30,0,0,0
874,30,0,0,0
875,30,0,0,0
876,30,0,0,0
877,30,0,0,0
878,30,0,0,0
879,30,0,0,0
880,30,0,0,0
881,30,0,0,0
882,30,0,0,0
883,30,0,0,0
884,30,0,0,0
885,30,0,0,0
886,30,0,0,0
887,30,0,0,0
888,30,0,0,0
889,30,0,0,0
890,30,0,0,0
891,30,0,0,0
892,30,0,0,0
893,30,0,0,0
894,30,0,0,0
895,30,0,0,0
896,30,0,0,0
897,30,0,0,0
898,30,0,0,0
899,30,0,0,0
900,30,0,0,0
901,30,0,0,0
902,30,0,0,0
903,30,0,0,0
904,30,0,0,0
905,30,0,0,0
906,30,0,0,0
907,30,0,0,0
908,30,0,0,0
909,30,0,0,0
910,30,0,0,0
911,30,0,0,0
912,30,0,0,0
913,30,0,0,0
914,30,0,0,0
915,30,0,0,0
916,30,0,0,0
917,30,0,0,0
918,30,0,0,0
919,30,0,0,0
920,30,0,0,0
921,30,0,0,0
922,30,0,0,0
923,30,0,0,0
924,30,0,0,0
925,30,0,0,0
926,30,0,0,0
927,30,0,0,0
928,30,0,0,0
929,30,0,0,0
930,30,0,0,0
931,30,0,0,0
932,30,0,0,0
933,30,0,0,0
934,30,0,0,0
935,30,0,0,0
936,30,0,0,0
937,30,0,0,0
938,30,0,0,0
939,30,0,0,0
940,30,0,0,0
941,30,0,0,0
942,30,0,0,0
943,30,0,0,0
944,30,0,0,0
945,30,0,0,0
946,30,0,0,0
947,30,0,0,0
948,30,0,0,0
949,30,0,0,0
950,30,0,0,0
951,30,0,0,0
952,30,0,0,0
953,30,0,0,0
954,30,0,0,0
955,30,0,0,0
956,30,0,0,0
957,30,0,0,0
958,30,0,0,0
959,30,0,0,0
960,30,0,0,0
961,30,0,0,0
962,30,0,0,0
963,30,0,0,0
964,30,0,0,0
965,30,0,0,0
966,30,0,0,0
967,30,0,0,0
968,30,0,0,0
969,30,0,0,0
970,30,0,0,0
971,30,0,0,0
972,30,0,0,0
973,30,0,0,0
974,30,0,0,0
975,30,0,0,0
976,30,0,0,0
977,30,0,0,0
978,30,0,0,0
979,30,0,0,0
980,30,0,0,0
981,30,0,0,0
982,30,0,0,0
983,30,0,0,0
984,30,0,0,0
985,30,0,0,0
986,30,0,0,0
987,30,0,0,0
988,30,0,0,0
989,30,0,0,0
990,30,0,0,0
991,30,0,0,0
992,30,0,0,0
993,30,0,0,0
994,30,0,0,0
995,30,0,0,0
996,30,0,0,0
997,30,0,0,0
998,30,0,0,0
999,30,0,0,0
1000,30,0,0,0
1001,30,0,0,0
1002,30,0,0,0
1003,30,0,0,0
1004,30,0,0,0
1005,30,0,0,0
1006,30,0,0,0
1007,30,0,0,0
1008,30,0,0,0
1009,30,0,0,0
1010,30,0,0,0
1011,30,0,0,0
1012,30,0,0,0
1013,30,0,0,0
1014,30,0,0,0
1015,30,0,0,0
1016,30,0,0,0
1017,30,0,0,0
1018,30,0,0,0
1019,30,0,0,0
1020,30,0,0,0
1021,30,0,0,0
1022,30,0,0,0
1023,30,0,0,0
1024,30,0,0,0
1025,30,0,0,0
1026,30,0,0,0
1027,30,0,0,0
1028,30,0,0,0
1029,30,0,0,0
1030,30,0,0,0
1031,30,0,0,0
1032,30,0,0,0
1033,30,0,0,0
1034,30,0,0,0
1035,30,0,0,0
1036,30,0,0,0
1037,30,0,0,0
1038,30,0,0,0
1039,30,0,0,0
1040,30,0,0,0
1041,30,0,0,0
1042,30,0,0,0
1043,30,0,0,0
1044,30,0,0,0
1045,30,0,0,0
1046,30,0,0,0
1047,30,0,0,0
1048,30,0,0,0
1049,30,0,0,0
1050,30,0,0,0
1051,30,0,0,0
1052,30,0,0,0
1053,30,0,0,0
1054,30,0,0,0
1055,30,0,0,0
1056,30,0,0,0
1057,30,0,0,0
1058,30,0,0,0
1059,30,0,0,0
1060,30,0,0,0
1061,30,0,0,0
1062,30,0,0,0
1063,30,0,0,0
1064,30,0,0,0
1065,30,0,0,0
1066,30,0,0,0
1067,30,0,0,0
1068,30,0,0,0
1069,30,0,0,0
1070,30,0,0,0
1071,30,0,0,0
1072,30,0,0,0
1073,30,0,0,0
1074,30,0,0,0
1075,30,0,0,0
1076,30,0,0,0
1077,30,0,0,0
1078,30,0,0,0
1079,30,0,0,0
1080,30,0,0,0
1081,30,0,0,0
1082,30,0,0,0
1083,30,0,0,0
1084,30,0,0,0
1085,30,0,0,0
1086,20,0,0,0
1087,20,0,0,0
1088,20,0,0,0
1089,20,0,0,0
1090,20,0,0,0
1091,20,0,0,0
1092,20,0,0,0
1093,20,0,0,0
1094,20,0,0,0
1095,20,0,0,0
1096,20,0,0,0
1097,20,0,0,0
1098,20,0,0,0
1099,20,0,0,0
1100,20,0,0,0
1101,20,0,0,0
1102,20,0,0,0
1103,20,0,0,0
1104,20,0,0,0
1105,20,0,0,0
1106,20,0,0,0
1107,20,0,0,0
1108,20,0,0,0
1109,20,0,0,0
1110,20,0,0,0
1111,20,0,0,0
1112,20,0,0,0
1113,20,0,0,0
1114,20,0,0,0
1115,20,0,0,0
1116,20,0,0,0
1117,20,0,0,0
1118,20,0,0,0
1119,20,0,0,0
1120,20,0,0,0
1121,20,0,0,0
1122,20,0,0,0
1123,20,0,0,0
1124,20,0,0,0
1125,20,0,0,0
1126,20,0,0,0
1127,20,0,0,0
1128,20,0,0,0
1129,20,0,0,0
1130,20,0,0,0
1131,20,0,0,0
1132,20,0,0,0
1133,20,0,0,0
1134,20,0,0,0
1135,20,0,0,0
1136,20,0,0,0
1137,20,0,0,0
1138,20,0,0,0
1139,20,0,0,0
1140,20,0,0,0
1141,20,0,0,0
1142,20,0,0,0
1143,20,0,0,0
1144,20,0,0,0
1145,20,0,0,0
1146,20,0,0,0
1147,20,0,0,0
1148,20,0,0,0
1149,20,0,0,0
1150,20,0,0,0
1151,20,0,0,0
1152,20,0,0,0
1153,20,0,0,0
1154,20,0,0,0
1155,20,0,0,0
1156,20,0,0,0
1157,20,0,0,0
1158,20,0,0,0
1159,20,0,0,0
1160,20,0,0,0
1161,20,0,0,0
1162,20,0,0,0
1163,20,0,0,0
1164,20,0,0,0
1165,20,0,0,0
1166,20,0,0,0
1167,20,0,0,0
1168,20,0,0,0
1169,20,0,0,0
1170,20,0,0,0
1171,20,0,0,0
1172,30,0,0,0
1173,30,0,0,0
1174,30,0,0,0
1175,30,0,0,0
1176,30,0,0,0
1177,30,0,0,0
1178,30,0,0,0
1179,30,0,0,0
1180,30,0,0,0
1181,30,0,0,0
1182,30,0,0,0
1183,30,0,0,0
1184,30,0,0,0
1185,30,0,0,0
1186,30,0,0,0
1187,30,0,0,0
1188,30,0,0,0
1189,30,0,0,0
1190,30,0,0,0
1191,30,0,0,0
1192,30,0,0,0
1193,30,0,0,0
1194,30,0,0,0
1195,30,0,0,0
1196,30,0,0,0
1197,30,0,0,0
1198,30,0,0,0
1199,30,0,0,0
1200,30,0,0,0
1201,30,0,0,0
1202,30,0,0,0
1203,30,0,0,0
1204,30,0,0,0
1205,30,0,0,0
1206,30,0,0,0
1207,30,0,0,0
1208,30,0,0,0
1209,30,0,0,0
1210,30,0,0,0
1211,30,0,0,0
1212,30,0,0,0
1213,30,0,0,0
1214,30,0,0,0
1215,30,0,0,0
1216,30,0,0,0
1217,30,0,0,0
1218,30,0,0,0
1219,30,0,0,0
1220,30,0,0,0
1221,30,0,0,0
